Level,Recommendations,Course,Area,Level 
1,faculty member encourage submit course syllabus regularly require update consistent monitoring compilation detail include feature reflect academic year course code andor descriptive title time frame dayshours reference format bibliographical entry general specific objective behavioral form,ComputerEngineering,Area3,
1,need enhance syllabus specially bibliographic reading course major minor recent edition,ComputerEngineering,Area3,
1,faculty member computer engineering encourage produce base instructional material module manual computer aid instruction software material suggest review recommend instructional material committee utilized instruction,ComputerEngineering,Area3,
1,memorandum agreement moa learn institution agency execute maintain consortium linkage academic exchange instructional material,ComputerEngineering,Area3,
1,suggest table specification prepared every departmental examination faculty member department train test preparation construction part faculty development program,ComputerEngineering,Area3,
1,innovative strategy utilized faculty member delivery lecture activity much possible different technique employ order arouse student interest,ComputerEngineering,Area3,
1,college engineering conduct study employability bachelor science computer engineering graduate statistically treat result feedback employer enhance curriculum instructional content,ComputerEngineering,Area3,
1,conduct research academic performance faculty student encourage,ComputerEngineering,Area3,
2,university encourage stakeholder industry participate review revision curriculum,ComputerEngineering,Area3,
2,encourage faculty utilize consultation hour help strengthen capability student mathematics english tool subject,ComputerEngineering,Area3,
2,administration coe faculty find way linkage high learn institution academic exchange instructional material,ComputerEngineering,Area3,
3,involve faculty member department preliminary revisio computer engineering curriculum student industry also encourage participate review revision curriculum,ComputerEngineering,Area3,
3,update course syllbi professional subject include learn strategy criterion grade syllabus likewise suggest reading reference material recent edition inclusion website advantage review number total require hour lecture lecture lab subject one hour every one unit lecture equivalent three hour one unit laboratory,ComputerEngineering,Area3,
3,establish clear policy development instructional material also material review approve instructional material committee,ComputerEngineering,Area3,
3,encourage faculty member produce custommade instructional material powerpoint presentation interactive lecture lb manual workbook book others field specialization,ComputerEngineering,Area3,
3,conduct tracer study monitor employability computer engineering graduate university,ComputerEngineering,Area3,
3,encourage graduate student undergo examination certification civil service exam tesda certification microsoft cisco etc broaden job opportunity likewise emphasis importance intellectual property right,ComputerEngineering,Area3,
3,come comprehensive inhouse faculty development program training seminarsconferences graduate program etc faculty apply membership professional organization establish linkage,ComputerEngineering,Area3,
3,would desirable teachermade test base table specification tos ensure exam comprehensive valid reliable measure student performance,ComputerEngineering,Area3,
3,widen linkage educationaltraining institution exchangeadoption instructional material,ComputerEngineering,Area3,
3,prioritize purchase license software instructional purpose college,ComputerEngineering,Area3,
3,student must give copy course syllabus start semester,ComputerEngineering,Area3,
3,accreditation documentation compilation document pertain involvement faculty itengineering professional organization proof participation,ComputerEngineering,Area3,
psv,college consider expand consortium program include exchange instructional material manpower resource institution,ComputerEngineering,Area3,
psv,properly sign document consider prepare evidence benchmark statement uploaded online accreditation,ComputerEngineering,Area3,
psv,suggest proper documentation establish order protect intellectual property right ipr author,ComputerEngineering,Area3,
psv,strongly suggest developed instructional material faculty review approve instructional material committee copyrightedpatented,ComputerEngineering,Area3,
psv,faculty encourage conduct study academic performance retention rate student,ComputerEngineering,Area3,
1,educational occupational social information provide student,ComputerEngineering,Area4,
1,additional guidance counselor designate among faculty member cater need student,ComputerEngineering,Area4,
1,evaluation allcocurricular extracurricular activity need determine strength weakness program,ComputerEngineering,Area4,
1,document file folder need label properly,ComputerEngineering,Area4,
1,picture student activity label properly indicate name activity date person involves activity,ComputerEngineering,Area4,
2,encourage every student activity documentation possible post bulletin board,ComputerEngineering,Area4,
2,suggest important student form fill complete data,ComputerEngineering,Area4,
2,would document need signature sign authenticity,ComputerEngineering,Area4,
2,substantiate benchmark statement require document,ComputerEngineering,Area4,
2,legality wise license medical officer university renew,ComputerEngineering,Area4,
2,guidance counselor enjoin obtain mastera degree advancement,ComputerEngineering,Area4,
2,concrete program safety security mmsu community,ComputerEngineering,Area4,
2,hire additional license guidance counselor necessity meet ratio one guidance counselor every student,ComputerEngineering,Area4,
3,desirable additional qualify guidance counselor hire cater need grow population ched counselorstudent ratio requirement,ComputerEngineering,Area4,
3,documentation activity initiative parent support ssdo plan properly thoroughly document,ComputerEngineering,Area4,
3,regular assessment quality effectiveness service various arm ssdo result input action plan follow year,ComputerEngineering,Area4,
3,continue tap potential willingness alumnus participate school activity,ComputerEngineering,Area4,
3,evaluation various activity sport sociocultural unit publication unit sufficiently document result appropriately utilized,ComputerEngineering,Area4,
3,would evaluation performance different student organization could serve purpose selection outstanding student organization particular school year,ComputerEngineering,Area4,
psv,comprehensive content documentation need present check validity conduct involvement policymaking student activity within student organization university program survey,ComputerEngineering,Area4,
psv,program survey need consider regular monitoring retention rate check status delivery instructional service student,ComputerEngineering,Area4,
psv,osas need cater compilation yearbook issue annually,ComputerEngineering,Area4,
psv,filing record regard student loan consider osas accounting office university,ComputerEngineering,Area4,
psv,university osas need initiate plan talk local government unit regard food service outside campus ensure safety student provision full documentation conduct,ComputerEngineering,Area4,
psv,approve student policy guideline theutilization student center highly encourage,ComputerEngineering,Area4,
psv,regular submission student list special need regional ched office consider,ComputerEngineering,Area4,
psv,recommend every conduct research osas present publish,ComputerEngineering,Area4,
psv,sustainable documentation cover student activity campus program survey strongly encourage,ComputerEngineering,Area4,
psv,management housing unit university need initiate craft policy avail offcampus housing student ensure safety able make approve govern body university,ComputerEngineering,Area4,
psv,keep periodic release student publication newsletter consider computer engineering department,ComputerEngineering,Area4,
psv,encourage observe appropriate attachment document per benchmark statement next aaccup visit area,ComputerEngineering,Area4,
psv,highly suggest compliance say recommendation accomplish,ComputerEngineering,Area4,
1,maximize participation faculty student research suggest involve formulation research agenda college,ComputerEngineering,Area5,
1,encourage faculty member involve research either individual team research develop passion culture research,ComputerEngineering,Area5,
1,faculty member encourage conduct action research improve content delivery teachinglearning process,ComputerEngineering,Area5,
1,research capability enhancement faculty student conduct update current trend research include statistical software analysis data,ComputerEngineering,Area5,
1,opportunity encourage faculty member present research output regional national international forum conference,ComputerEngineering,Area5,
1,suggest research output utilized instruction extension activity college,ComputerEngineering,Area5,
2,coe faculty must encourage involve conduct apply operational research field specialization,ComputerEngineering,Area5,
2,opportunity faculty member research output present work regional national international foraconferences,ComputerEngineering,Area5,
2,suggest research utilized either instruction extension activity college,ComputerEngineering,Area5,
3,college department prepare research agendaprogram line research agenda university base regional national priority,ComputerEngineering,Area5,
3,research journal prepared college research result output publish,ComputerEngineering,Area5,
3,university allocate fund conduct research activity student far encourage undergo thesis could possibly generate income school patent copyright,ComputerEngineering,Area5,
3,research manuscript student write prescribed format state guide thesis could possibly generate income school form patent copyright,ComputerEngineering,Area5,
3,proceeding make inhouse review conduct,ComputerEngineering,Area5,
3,regular research staff hire college help manage office assist conduct different research make faculty member,ComputerEngineering,Area5,
3,research office equip need equipment computer printer facilitate clerical job filing research output,ComputerEngineering,Area5,
psv,research result output student improvement instructional process suggest proper documentation utilization must establish,ComputerEngineering,Area5,
psv,functional linkage agency government nongovernment organization technical assistance service input additional funding suggest,ComputerEngineering,Area5,
psv,institution consider implement regularly varied responsive research capability building modality mentor peer teach especially paper write publication patent draft strengthen research capability faculty,ComputerEngineering,Area5,
psv,program consider apply varied strategy generate technology transfer adopt community help extension department lgu barangay official,ComputerEngineering,Area5,
psv,exchange research publication hel agency improve properly document,ComputerEngineering,Area5,
1,followup assessment need problem community purpose replanning,ComputerEngineering,Area6,
1,student body also include participative planning process community extension program,ComputerEngineering,Area6,
1,issuance special order moa submission tor require availment get service consultantsexperts,ComputerEngineering,Area6,
1,properly document undertaking institution regard planning implementation evaluation assessment replanning community extension program,ComputerEngineering,Area6,
1,accomplishment report submit time properly marked record office show authentication,ComputerEngineering,Area6,
1,proper documentation budget utilization follow,ComputerEngineering,Area6,
1,institution venture source additional funding technical assistance agency,ComputerEngineering,Area6,
1,institution properly document tracer utilization technologyknowledge skill learn acquire training recipient,ComputerEngineering,Area6,
2,student involvement extension work encourage,ComputerEngineering,Area6,
2,sustainability extension activity give emphasis impact analysis need guide worker best serve communityclientele,ComputerEngineering,Area6,
2,extension activity program relevant relation thrust college,ComputerEngineering,Area6,
3,prioritize training program undertaken target clientelebarangay training need assessment first conduct,ComputerEngineering,Area6,
3,evaluation make extension activity conduct analyze possible replanning,ComputerEngineering,Area6,
3,extension activity properly document,ComputerEngineering,Area6,
3,faculty member college conduct extension servicest deloaded give equivalent teach load encourage extension service benefit target clientele,ComputerEngineering,Area6,
3,extension office equip need equipment ase set computer printer documentation filing need information,ComputerEngineering,Area6,
3,regular office clerk hire help man extension office perform clerical job assist implementation extension activity,ComputerEngineering,Area6,
psv,linkage local national foreign nongovernmental agency institutionalize,ComputerEngineering,Area6,
psv,maximum participation faculty extension activity strengthen encourage,ComputerEngineering,Area6,
psv,faculty student give opportunity improve skill extension work inservice training workshop organize improve extension capability,ComputerEngineering,Area6,
psv,periodic monitoring evaluation impact assessment extension project activity conduct,ComputerEngineering,Area6,
psv,suggest extension project activity sustainable,ComputerEngineering,Area6,
psv,student give opportunity improve skill extension work suggest include student planning implementation extension activity,ComputerEngineering,Area6,
1,enhance library service offer online public access catalog opac provide faster access library resource facilitate effective efficient service usersclientele,ComputerEngineering,Area7,
1,comprehensive library manual cover whole operation library duly approve widely disseminate,ComputerEngineering,Area7,
1,acquisition library resource format printnon print electronicdigital resource recent copy right general reference major field specialization different program evaluate professional journal magazine least title locally internationally publication highly recommend,ComputerEngineering,Area7,
1,budget warrant install air condition unitselectric fan sectionsareas library ventilation conducive learn,ComputerEngineering,Area7,
1,prepare develop library newsletter promotes disseminates library late acquisition program accomplishment library,ComputerEngineering,Area7,
2,strategic operational plan present discuss official institution library boardcommittee stakeholder review yearly evaluation assess plan implement,ComputerEngineering,Area7,
2,general collection development policy available however collection development policy per college formulate furthermore threeyear collection development plan follow program environmental science chemical engineering computer engineering electronics engineering business administration hospitality management pharmacy physical therapy per professional coursesubject prepared curriculum guide selection acquisition library information material print nonprint also budgeting purpose policy plan evaluate library board committee submission concerned office approval,ComputerEngineering,Area7,
2,librarian conduct survey study usage book determine quality quantity conforms standard set forth particular program,ComputerEngineering,Area7,
2,acquisition recent book sustain compliance library standard hence continuous acquisition filipiniana nonfilipiniana professional book recent editionscopyright date major course subscription professional printejournals line program evaluate enhance research instructional need student faculty order update balance collection furthermore suggest title book acquisition base cmo say program,ComputerEngineering,Area7,
3,necessary reference print nonprint adequate quantity quality service need student progressively develop grow accordance collegesuniversitys development expansion plan,ComputerEngineering,Area7,
3,library staff attend seminar training workshop conference update current trend professional growth,ComputerEngineering,Area7,
3,additional library support staff student assistant hire perform simple routinary activity library,ComputerEngineering,Area7,
3,reading center various college online information system material cdroms provide promote facilitate efficient effective information format,ComputerEngineering,Area7,
psv,continue acquisition recently publishedprofessional book major subjectsand regular subscription professional journal would necessary,ComputerEngineering,Area7,
psv,meet require five copyright title within five year every subject program evaluate collection mapping suggest,ComputerEngineering,Area7,
psv,assist research instruction need library clientsusers available subject bibliography index abstractingof resource pathfinder program start digitization,ComputerEngineering,Area7,
psv,sustain relevant efficient collection regular weedingout,ComputerEngineering,Area7,
1,additional way find sign outside inside building must provide ise painting pathway match exist old green suggest,ComputerEngineering,Area8,
1,provide appropriate facility person disability pwd,ComputerEngineering,Area8,
1,finish plaster newly construct wing college building recommend,ComputerEngineering,Area8,
1,material recovery facility require operate regularly,ComputerEngineering,Area8,
1,regularannual pest control check maintenance building office classroom important facility,ComputerEngineering,Area8,
1,functional drinking facility instal inside college indoor facility athletics,ComputerEngineering,Area8,
1,college canteen improve budget warrant construct new building food service accommodate student,ComputerEngineering,Area8,
1,comfort room maintain properly,ComputerEngineering,Area8,
1,landscape open space roof stage suggest make functional,ComputerEngineering,Area8,
1,dedicate faculty lounge provide aside space inside faculty room faculty relax receive visitor,ComputerEngineering,Area8,
1,completion powerhouse suggest provide electrical service campus,ComputerEngineering,Area8,
2,exist housing facility student faculty staff need repair additional amenity,ComputerEngineering,Area8,
2,additional storage facility provide athletics sport curricular training equipment strategically locate,ComputerEngineering,Area8,
2,administration secure certificate occupancy building make visible,ComputerEngineering,Area8,
2,fire escape plan visibly post building safety stakeholder,ComputerEngineering,Area8,
2,administration consider refurbishment canteencafeteria facility provide service clientele,ComputerEngineering,Area8,
2,installment fire alarm system soon possible,ComputerEngineering,Area8,
3,site plan locator map place entrance indicate location different building college campus,ComputerEngineering,Area8,
3,effort exert resource allot repair upkeep school facility equipment,ComputerEngineering,Area8,
3,provide landmark perimeter fence would greatly help ensure security protection property student personnel,ComputerEngineering,Area8,
3,financial resource warrant floor surface corridor college ofnengineering renovate ensure safer movement,ComputerEngineering,Area8,
3,vandalism classroom wall checked,ComputerEngineering,Area8,
3,periodic test water potability pest control safety electrical line properly document,ComputerEngineering,Area8,
3,construction awningscanopies would desirable reduce flood corridor heavy rain,ComputerEngineering,Area8,
3,would desirable schedule class would take consideration size class assignment room,ComputerEngineering,Area8,
3,fire extinguisher would augur safety constituent college,ComputerEngineering,Area8,
3,regular orientation student university personnel fire extinguisher,ComputerEngineering,Area8,
3,fire earthquake drill conduct least every semester,ComputerEngineering,Area8,
3,provide teacher table adequate number chair classroom would helpful,ComputerEngineering,Area8,
3,would desirable medical dental supply properly label,ComputerEngineering,Area8,
3,provision make university student center conferencemeeting room,ComputerEngineering,Area8,
3,financial resource available canteen college engineering expand accommodate grow number customer,ComputerEngineering,Area8,
3,construction cover walk coe building canteen highly recommend,ComputerEngineering,Area8,
1,fund warrant university install additional light system repair replace defectlve electrlc fan,ComputerEngineering,Area9,
1,safety precautionary measure print readable post visibly,ComputerEngineering,Area9,
1,fire extinguisher suggest place conspicuous place accesslblllty,ComputerEngineering,Area9,
1,ls encourage laboratory room shop provide first ald cabinet mediclnes post antidote chart,ComputerEngineering,Area9,
1,management schedule regular conduct fire earthquake drill,ComputerEngineering,Area9,
1,department apply principle put thing order,ComputerEngineering,Area9,
1,posslble laboratory technician hire faculty member focus lnstruction function,ComputerEngineering,Area9,
1,budget permit department purchase printer install computer laboratory student print different activity major subject,ComputerEngineering,Area9,
1,budget permit student high year serve laboratory osslstant durlng laboratory classesactivities,ComputerEngineering,Area9,
1,budget permit department consider purchasing additional license software belng utilized ln laboratory,ComputerEngineering,Area9,
1,picture good supplemental document appropriately captloned unlforrn size paper packaging document,ComputerEngineering,Area9,
2,ensure safe keep donate laboratory equipment memorandum receipt issue end user,ComputerEngineering,Area9,
2,administration consider conduct seminar training faculty staff maintenance proper care equipmentapparatus,ComputerEngineering,Area9,
2,administration prioritize construction additional stock room supply equipment laboratory,ComputerEngineering,Area9,
2,maximize efficiency state art equipment apparatus proper handle safekeeping necessary,ComputerEngineering,Area9,
2,modification laboratory room might take consideration accommodate additional equipment,ComputerEngineering,Area9,
2,immediate purchase additional material equipment need program base cmo guideline greatly encourage,ComputerEngineering,Area9,
3,conduct regular orientation fire fight device seminarworkshop basic first aid drill evacuation faculty employee student,ComputerEngineering,Area9,
3,equip first aid kit essential medicine solution ointment drop etc case emergency,ComputerEngineering,Area9,
3,conform ched minimum standard workspace laboratory room likewise arrange furniture fixture observance safety security mobility,ComputerEngineering,Area9,
3,precautionary measure guideline donts rule regulation warn message place post visible area readable form large font catch attention,ComputerEngineering,Area9,
3,aside availability laboratory manual conduct experiment operation manual also make available not_only faculty student,ComputerEngineering,Area9,
3,hire fulltime laboratory technician maintain computer laboratory andor take charge repair upkeep laboratory,ComputerEngineering,Area9,
3,purchase new additional professional allied laboratory equipmentdevices improvise reproduce necessary toolsdevices,ComputerEngineering,Area9,
psv,concerned unit department prioritize craft process approval laboratory manual serve guide user upon laboratory,ComputerEngineering,Area9,
psv,file document office program survey cknowledged approve present verificationespecially accreditation process,ComputerEngineering,Area9,
psv,ensure cod label equipment supply make available list easy retrieval inventory,ComputerEngineering,Area9,
psv,reorganize content borrower logbook equipment supply neat appearance easy navigation encourage,ComputerEngineering,Area9,
psv,regular inventory supply equipment computer physic chemistry laboratory recommend ensure sustain utilization,ComputerEngineering,Area9,
psv,filing document periodic conduct training lecture safety measure preparedness assure validity,ComputerEngineering,Area9,
psv,encourage observe appropriate attachment document per benchmark statement next aaccup visit area,ComputerEngineering,Area9,
psv,highly suggest compliance say recommendation accomplish,ComputerEngineering,Area9,
1,complete acceptability survey start submit analyze survey result,DevelopmentCommunication,Area1,
1,mapping connectivity alignment among mission goal objective suggest serve guide revisit possible change make say statement,DevelopmentCommunication,Area1,
1,employability tracer study graduate consider feedbacking insight opportunity threat program,DevelopmentCommunication,Area1,
1,regular feedback alumnus consider would serve indicator program outcome achieve,DevelopmentCommunication,Area1,
psv,concrete evidence substantiate file document make available allow validation authenticity portfolio academic nonacademic pictorial caption show internalization make available reference,DevelopmentCommunication,Area1,
psv,final copy revise consistently document poster,DevelopmentCommunication,Area1,
psv,tagalog translation contribute wider dissemination weeklymonthly ontheair mmsu sa radyo broadcast facilitate delivery mandate mission grassroots,DevelopmentCommunication,Area1,
1,administration might want community radio station manage devcom department,DevelopmentCommunication,Area10,
1,additional instructional facility equipment purchase student,DevelopmentCommunication,Area10,
1,comprehensive supervisory program prepared include fourfold function academe viz instruction research extension production,DevelopmentCommunication,Area10,
1,tracer study graduate annually determine employability graduate,DevelopmentCommunication,Area10,
1,participative collaborative activity generate resource income among administration faculty staff student,DevelopmentCommunication,Area10,
psv,planning process collaborative effortundertaking administrator faculty student stakeholder,DevelopmentCommunication,Area10,
psv,monitoring system implementation development plan activity establish enforce,DevelopmentCommunication,Area10,
1,syllabus enrich varied strategy teach aid equipment also sign date follow format acceptable,DevelopmentCommunication,Area2,
1,faculty core not_may encourage conduct research result basis instruction,DevelopmentCommunication,Area2,
1,must measure equalize number preparation assign teacher maximum three preparation enough assure quality instruction,DevelopmentCommunication,Area2,
1,document evidence achievement performance activity pertinent matter support program within coverage period evaluation package accreditation center,DevelopmentCommunication,Area2,
psv,functional faculty development program implement,DevelopmentCommunication,Area2,
psv,faculty encourage foster professional growth membership professional organization honor society,DevelopmentCommunication,Area2,
psv,syllabus review revise enrich write acceptable uniform format appropriate teach strategy grade system must reflect,DevelopmentCommunication,Area2,
psv,ensure service payment overload time,DevelopmentCommunication,Area2,
psv,faculty motivate conduct tracer study establish relevance effectiveness program faculty,DevelopmentCommunication,Area2,
1,revision bsdc curriculum committee involve active participation various stake holder particularly alumnus student governmental nongovernmental organization among others,DevelopmentCommunication,Area3,
1,syllabus must give student first day class recommend date revision date update must reflect syllabus ensure name signatory concerned appear thereof follow format include one prepared review approve specific objective course content time allotment teach strategy material value input,DevelopmentCommunication,Area3,
1,since bsdc gear towards skillbased developmental output field tripslearning visitsand cocurricular activity encourage within outside region student expose real world apply communication,DevelopmentCommunication,Area3,
1,oral examination major course must strengthen improve oral language proficiency bsdc student,DevelopmentCommunication,Area3,
1,production manual textbook major course encourage among bsdc faculty member,DevelopmentCommunication,Area3,
1,summative test administer reflect different level cognitive content phase particularly table specification bloom taxonomy educational objective revise trainingseminar topic coordinate college teacher education,DevelopmentCommunication,Area3,
1,trainingseminar multiple intelligence recommend help improve teach learn process bsdc program,DevelopmentCommunication,Area3,
psv,curriculum revise update participate academic staff alumnus parent student stakeholder make relevance responsive need time,DevelopmentCommunication,Area3,
psv,tracer study assess impact curricular program student community whole ascertain status effectiveness relevance program offer,DevelopmentCommunication,Area3,
psv,syllabus conform prescribed format reference must include recent research finding innovation along field onlinewebsite book recent edition,DevelopmentCommunication,Area3,
psv,subject offering conveniently design give allowance major subject require internshiponsite training seminar thesis,DevelopmentCommunication,Area3,
psv,since program objective gear towards global development communication arm strong workforce curriculum consonance cheds requirement highly recommend program transfer college development communication,DevelopmentCommunication,Area3,
1,ssd ensure allocation procurement psychological test readily available university psychometrician encourage undergo training handle various psychological test could allow purchase,DevelopmentCommunication,Area4,
1,result psychological test productively transmit immediately concerned unit guidance counsellor could provide immediate inputcounselling student,DevelopmentCommunication,Area4,
1,aside office guidance counsellor student service office consider provision counsel cubicle college counsel unit ensure privacy counsel session,DevelopmentCommunication,Area4,
1,collaborative tracer study consider priority study faculty get feedback student perform graduation get input curricular revisionenrichment,DevelopmentCommunication,Area4,
1,department chair consider system monitoring strictly academic advise consultation attend faculty,DevelopmentCommunication,Area4,
1,rehabilitation old dormitory consider top priority not_to compromise safety comfort resident,DevelopmentCommunication,Area4,
1,university consider upgrade sport facility equipment cope requirement program function room gymnasium consider,DevelopmentCommunication,Area4,
1,data generate regard student dropout rate transferee shifter need process analyse provide policy direction college administrator,DevelopmentCommunication,Area4,
1,puttingup departmental student publication consider provide student venue artistic expression voice opinion also serve venue information dissemination,DevelopmentCommunication,Area4,
1,university take high priority provision drinking fountain provide student ready potable water construction student center consider also disbursement student development fee,DevelopmentCommunication,Area4,
1,college dean department chairperson encourage communicate action take regard issue raise student student dean dialog promote transparentopen communication student,DevelopmentCommunication,Area4,
psv,reflect housing service unit os organizational structure direct supervision student service director,DevelopmentCommunication,Area4,
psv,improve dwindle enrollment development communication program massive campaignsinformation drive andor offering scholarship program attract enrollee,DevelopmentCommunication,Area4,
psv,update revise university student handbook reflect policy approve board regent matter pertain student development student development program b policy student housing service provision policy accreditation student organization c list selection athlete e student organization f provision sbo scholar g scholarship grant benefit privilege others also suggest objective student service program specifically define encompass different student service program,DevelopmentCommunication,Area4,
psv,revise guidance manual incorporate development pertinent student guidance service,DevelopmentCommunication,Area4,
psv,regularly monitor evaluate student activity ensure effectiveness student service program,DevelopmentCommunication,Area4,
psv,provide alumnus directory encourage active participation support graduate improvement program,DevelopmentCommunication,Area4,
psv,fund warrant increase budget allocation student service program ensure implementation schedule,DevelopmentCommunication,Area4,
psv,encourage student service personnel attend seminar training related function role designate official,DevelopmentCommunication,Area4,
psv,regularly school organ inform community university program student activity university accomplishment development,DevelopmentCommunication,Area4,
psv,fund permit organize university band compose talented student grant scholarshipassistantship incentive primarily support socio cultural activity university likewise serf advertisement university whenever invite perform outside school,DevelopmentCommunication,Area4,
psv,grant housing privilege university scholar consider,DevelopmentCommunication,Area4,
psv,organize conduct alumnus homecoming strengthen support alumnus upcoming projectsactivities student service program,DevelopmentCommunication,Area4,
1,additional research clearly manifest degree program encourage,DevelopmentCommunication,Area5,
1,publication research result local national international publication encourage,DevelopmentCommunication,Area5,
1,effective selection document include base survey instrument consider focus document relevant program review,DevelopmentCommunication,Area5,
1,effective friendly way present packaging document consider,DevelopmentCommunication,Area5,
psv,distinct research office furnish amenity necessary conduct research establish,DevelopmentCommunication,Area5,
psv,inhouse review ongoing complete research conduct college level university level monitor evaluate research,DevelopmentCommunication,Area5,
psv,faculty researcher prepare action plan start school year monitor progress conduct research,DevelopmentCommunication,Area5,
psv,department research journal publish,DevelopmentCommunication,Area5,
psv,encourage faculty member department get involve research work,DevelopmentCommunication,Area5,
psv,seminar ipr law conduct attend faculty student,DevelopmentCommunication,Area5,
psv,strengthen linkage local regional national agency potential source funding,DevelopmentCommunication,Area5,
1,package document completely,DevelopmentCommunication,Area6,
1,include vmgos organizational structure etc dissemination extension activity,DevelopmentCommunication,Area6,
1,come monitoring evaluation instrument,DevelopmentCommunication,Area6,
1,budget allot institutional fund disseminate workplace,DevelopmentCommunication,Area6,
1,provide spacious office director extension,DevelopmentCommunication,Area6,
psv,distinct extension office department establish provision radio station service jeep extension work fund permit,DevelopmentCommunication,Area6,
psv,immediate formulation monitoring instrument determine impact extension project community,DevelopmentCommunication,Area6,
psv,faculty member department involve extension work include preparation brochure techno flyer etc dialect,DevelopmentCommunication,Area6,
psv,billboard place barangay hall extension activity print information dissemination project,DevelopmentCommunication,Area6,
psv,progress terminal report make monitor ongoing evaluate finish extension activity department,DevelopmentCommunication,Area6,
psv,reward incentive give outstanding extension community involvement barangay official member,DevelopmentCommunication,Area6,
1,enhance policy preservation general care welfare library material,DevelopmentCommunication,Area7,
1,functional library integrate system generates necessary service report,DevelopmentCommunication,Area7,
1,provide separate area additional computer unit online research purpose library information technology center,DevelopmentCommunication,Area7,
1,consider rearrange library setup maximize area,DevelopmentCommunication,Area7,
1,continuously enhance collection per curricular offering,DevelopmentCommunication,Area7,
1,additional airconditioning unit instal library make place conducive learn,DevelopmentCommunication,Area7,
1,continuously enhance filipiniana collection library,DevelopmentCommunication,Area7,
psv,far enrich strengthen collection program review acquisition current relevant book meet great demand user uptodate information highly recommend,DevelopmentCommunication,Area7,
psv,budget allows additional subscription current relevant journal magazine area development communication make reinforce serial collection,DevelopmentCommunication,Area7,
1,install vicinity map development plan main entrance university,DevelopmentCommunication,Area8,
1,maintain cleanliness inside outside building restroom hire contractual staff,DevelopmentCommunication,Area8,
1,continue make college conducive place learn improve size room continuous expansion,DevelopmentCommunication,Area8,
1,window building repair,DevelopmentCommunication,Area8,
1,library book museo llokandia artifact must secure place airconditioned room make last longer,DevelopmentCommunication,Area8,
psv,document arrange accord label call accreditation instrument file update especially concern inventory equipment supply unsigned document sign make official valid,DevelopmentCommunication,Area8,
psv,cover walkway construct provide comfort university constituent go come caf building,DevelopmentCommunication,Area8,
psv,copy building codestandards secure follow ensure safety building housing facility,DevelopmentCommunication,Area8,
psv,guidance office spacious preserve confidentiality file provide comfort student seek advice consultation,DevelopmentCommunication,Area8,
psv,potability water periodically checked properly document,DevelopmentCommunication,Area8,
psv,regular inspection pest control especially old building,DevelopmentCommunication,Area8,
psv,clothing technology art craft must separate laboratory room,DevelopmentCommunication,Area8,
psv,faculty room office student center must provide telephone line least local line facilitate interoffice communication,DevelopmentCommunication,Area8,
psv,must ambulance quicker fetch andor transfer patient whenever need arises procurement thru source budget university,DevelopmentCommunication,Area8,
psv,complete first aid kit must available studentsteacherspersonnel must train administer first aid,DevelopmentCommunication,Area8,
1,budget warrant university administration consider purchase state art supply equipment specifically bsdc program,DevelopmentCommunication,Area9,
1,university administration consider revive establishment community radio station order strengthen service university term instruction research development extension training production,DevelopmentCommunication,Area9,
psv,must local facility help student practice trimedia,DevelopmentCommunication,Area9,
psv,seal old switch cause electrocution innocent user laboratory remove female plug instal right gas tubesoutlets laboratory table could cause fire explosion,DevelopmentCommunication,Area9,
psv,document acceptable laboratory standard secure guide maintain safety laboratory,DevelopmentCommunication,Area9,
3,believe vision university attain suggest vision restate challenge inspire statement mmsu center development andor excellence area strength,Economics,Area1,
3,suggest vision mission college university vision mission therefore goal aim college objective program,Economics,Area1,
3,university vision mission print college catalogue programsactivities print material,Economics,Area1,
3,increase level awareness understand external stakeholder airradio tv wider dissemination,Economics,Area1,
4,level awareness among external stakeholder increase wider dissemination television onair radio program aside form medium,Economics,Area1,
4,surveyresearch level awareness understand acceptability present inhouse forum suggest package require format style research write include abstract reference etc,Economics,Area1,
4,conduct good educational practice implementation plan activity towards attain goal objective program sustain,Economics,Area1,
3,encourage faculty member far improve educational qualification teach competence keep challengesdemnds culture excellence sought university high accreditation status various program college,Economics,Area10,
3,provide attractive salary fringe benefit faculty member retain academe,Economics,Area10,
3,maintain proper close continuous monitoring evaluation revision plansstrategiesactivities respond call excellence,Economics,Area10,
3,maximize resource income generation college fund activitiesoperations,Economics,Area10,
4,institution consider revisit enhance mmsu code integrate new provision attune challenge globalization aean integration towards attainment vision goal objective,Economics,Area10,
4,college encourage establish international linkage networking faculty member engage professional development,Economics,Area10,
4,hire faculty encourage pursue advanced education provision scholarship program possibly send recognize accredit university abroad budget warrant,Economics,Area10,
4,performance evaluation result disseminate academic personnel staff provide copy rating basis improve performance efficient effective delivery service,Economics,Area10,
4,good practice improvement performance academic personnel towards attainment university vision target objective sustain,Economics,Area10,
3,faculty member shall encourage develop instructional material book manual module area specialization give financial assistance cover production cost consider,Economics,Area2,
3,faculty member write book shall secure isbn instructional material,Economics,Area2,
3,creation textbook committee evaluate book faculty student different subject area,Economics,Area2,
3,purchase additional instructional medium overhead projector lcd enhance teachinglearning process give priority,Economics,Area2,
3,number hour intend research extension consultation assign task reflect workload aside subject assignment faculty,Economics,Area2,
3,faculty shall encourage present paper not_only regional national also international forum conference,Economics,Area2,
3,faculty shall encourage write publish paper reflect journal,Economics,Area2,
